"","x"
"1",0.321545325884714
"2",0.321545325884714
"3",0.30886428393099
"4",0.30886428393099
"5",0.307654200492203
"6",0.307654200492203
"7",0.296875807704744
"8",0.296875807704744
"9",0.296252675925225
"10",0.296252675925225
"11",0.290702110506235
"12",0.290702110506235
"13",0.287625059656932
"14",0.287625059656932
"15",0.287136822509188
"16",0.287136822509188
"17",0.285241509238696
"18",0.285241509238696
"19",0.280956191192756
"20",0.280956191192756
"21",0.280773423739804
"22",0.280773423739804
"23",0.279551920410943
"24",0.279551920410943
"25",0.279251837207082
"26",0.279251837207082
"27",0.278975966253506
"28",0.278975966253506
"29",0.276053380109301
"30",0.276053380109301
"31",0.275575687515458
"32",0.275575687515458
"33",0.275078504867914
"34",0.275078504867914
"35",0.273130845153548
"36",0.273130845153548
"37",0.272911490599965
"38",0.272911490599965
"39",0.272472251717309
"40",0.272472251717309
"41",0.272327775739992
"42",0.272327775739992
"43",0.272176936434218
"44",0.272176936434218
"45",0.271956812479334
"46",0.271956812479334
"47",0.271446698171673
"48",0.271446698171673
"49",0.271364738673894
"50",0.271364738673894
"51",0.270094353747091
"52",0.270094353747091
"53",0.269967620278334
"54",0.269967620278334
"55",0.267963661983439
"56",0.267963661983439
"57",0.267573859271175
"58",0.267573859271175
"59",0.266933606967554
"60",0.266933606967554
"61",0.266863085436496
"62",0.266863085436496
"63",0.266439564270316
"64",0.266439564270316
"65",0.265558280809439
"66",0.265558280809439
"67",0.265126221543565
"68",0.265126221543565
"69",0.264977740260495
"70",0.264977740260495
"71",0.26469345702807
"72",0.26469345702807
"73",0.264661132793695
"74",0.264661132793695
"75",0.264531796357885
"76",0.264531796357885
"77",0.264382981237297
"78",0.264382981237297
"79",0.264156362586864
"80",0.264156362586864
"81",0.263533779702002
"82",0.263533779702002
"83",0.262935754469386
"84",0.262935754469386
"85",0.262844631349523
"86",0.262844631349523
"87",0.261833649083908
"88",0.261833649083908
"89",0.261552490618754
"90",0.261552490618754
"91",0.261316869489344
"92",0.261316869489344
"93",0.261100696666333
"94",0.261100696666333
"95",0.260720322204538
"96",0.260720322204538
"97",0.26068094144422
"98",0.26068094144422
"99",0.26064811959885
"100",0.26064811959885
"101",0.260023717371477
"102",0.260023717371477
"103",0.259911824004731
"104",0.259911824004731
"105",0.259312044433332
"106",0.259312044433332
"107",0.259199843846363
"108",0.259199843846363
"109",0.259180038700672
"110",0.259180038700672
"111",0.259021543019314
"112",0.259021543019314
"113",0.258895998457218
"114",0.258895998457218
"115",0.258214352411907
"116",0.258214352411907
"117",0.257882806664615
"118",0.257882806664615
"119",0.257417925225935
"120",0.257417925225935
"121",0.256798995258202
"122",0.256798995258202
"123",0.256258709237376
"124",0.256258709237376
"125",0.255891198089925
"126",0.255891198089925
"127",0.254725034286537
"128",0.254725034286537
"129",0.254711599067547
"130",0.254711599067547
"131",0.254469643828854
"132",0.254469643828854
"133",0.254368761220594
"134",0.254368761220594
"135",0.254247649252295
"136",0.254247649252295
"137",0.253830043485103
"138",0.253830043485103
"139",0.25367495039763
"140",0.25367495039763
"141",0.253668205068894
"142",0.253668205068894
"143",0.253269912696519
"144",0.253269912696519
"145",0.253175310660782
"146",0.253175310660782
"147",0.252898058270903
"148",0.252898058270903
"149",0.252240906337032
"150",0.252240906337032
"151",0.25176560742908
"152",0.25176560742908
"153",0.251711230407403
"154",0.251711230407403
"155",0.251479996891954
"156",0.251479996891954
"157",0.251391527868431
"158",0.251391527868431
"159",0.251255360851687
"160",0.251255360851687
"161",0.251180437527865
"162",0.251180437527865
"163",0.250641693825678
"164",0.250641693825678
"165",0.249697808531331
"166",0.249697808531331
"167",0.249649835190792
"168",0.249649835190792
"169",0.249594997225234
"170",0.249594997225234
"171",0.249540147208699
"172",0.249540147208699
"173",0.249334352181905
"174",0.249334352181905
"175",0.249162726483778
"176",0.249162726483778
"177",0.249087173713959
"178",0.249087173713959
"179",0.248832873317172
"180",0.248832873317172
"181",0.248743462809632
"182",0.248743462809632
"183",0.248729704494247
"184",0.248729704494247
"185",0.248509467856046
"186",0.248509467856046
"187",0.24790971043968
"188",0.24790971043968
"189",0.24770256082511
"190",0.24770256082511
"191",0.247502151394112
"192",0.247502151394112
"193",0.247412259987173
"194",0.247412259987173
"195",0.247066219005512
"196",0.247066219005512
"197",0.246685013273142
"198",0.246685013273142
"199",0.245579654188687
"200",0.245579654188687
"201",0.244937797176748
"202",0.244937797176748
"203",0.243964831873317
"204",0.243964831873317
"205",0.243438235418255
"206",0.243438235418255
"207",0.24336090545429
"208",0.24336090545429
"209",0.242973886464003
"210",0.242973886464003
"211",0.24288936400558
"212",0.24288936400558
"213",0.242663826853808
"214",0.242663826853808
"215",0.241653385622983
"216",0.241653385622983
"217",0.241532982105622
"218",0.241532982105622
"219",0.241334539481188
"220",0.241334539481188
"221",0.241072061178953
"222",0.241072061178953
"223",0.240325629225595
"224",0.240325629225595
"225",0.240318509204582
"226",0.240318509204582
"227",0.240304268529674
"228",0.240304268529674
"229",0.239762496128552
"230",0.239762496128552
"231",0.238976176531417
"232",0.238976176531417
"233",0.238201628336347
"234",0.238201628336347
"235",0.237575850326327
"236",0.237575850326327
"237",0.236883418176911
"238",0.236883418176911
"239",0.236188956041719
"240",0.236188956041719
"241",0.235230722984509
"242",0.235230722984509
"243",0.234319692919975
"244",0.234319692919975
"245",0.233632258114632
"246",0.233632258114632
"247",0.233309784174721
"248",0.233309784174721
"249",0.233302450041334
"250",0.233302450041334
"251",0.232979519604624
"252",0.232979519604624
"253",0.232920756877262
"254",0.232920756877262
"255",0.232442759019315
"256",0.232442759019315
"257",0.232428035804159
"258",0.232428035804159
"259",0.232266018839899
"260",0.232266018839899
"261",0.231698067293585
"262",0.231698067293585
"263",0.230988016001875
"264",0.230988016001875
"265",0.230899106061707
"266",0.230899106061707
"267",0.230483739521078
"268",0.230483739521078
"269",0.230164288585128
"270",0.230164288585128
"271",0.230156854218014
"272",0.230156854218014
"273",0.23011967877977
"274",0.23011967877977
"275",0.229158467507832
"276",0.229158467507832
"277",0.228724978612595
"278",0.228724978612595
